id,text
41,closing this issue.
42,Xalan-Java appears to be operating correctly.
43,I checked that this bug was fixed in version 2.5.2.
44,First I want to verify that Gretchen's fix >Additional Comments From Gretchen Chiaramonte 2003-09-22 20:04 ------- for this bug works for me as well using Xalan 2.6.0. Second
45,This bug has been fixed in Xalan Java 2.5.2. Please verify.
46,Closing this issue. Please re-open if you have a testcase.
47,I think with the latest code
48,I wasn't able to reproduce the problem with the attachments. I saw appropriate error messages
49,Retest shows Running xalan on lre02 <?xml version='1.0' encoding='UTF-8'?> <out xmlns='www.lotus.com' xmlns:ped='http://tester.com' english='to leave'/> Running XSLTC with Xerces Parser on lre02 <?xml version='1.0' encoding='UTF-8' ?> <out xmlns:ped='http://tester.com' xmlns='www.lotus.com' english='to leave'/>
50,Original reporter is not available. This report has now 'timed out'.
51,*** This bug has been marked as a duplicate of 6155 ***
52,Still happens to me. Steps to duplicate: 1. Start IE5.5 on Win2k - open java console from the 'view' menu. 2. Download xalan-j_2_2_D11.tar.gz to server. 3. tar xzf xalan-j_2_2_D11.tar.gz (extract to location on a webserver - for me this was /home/httpd/html) 4. navigate to http://SERVER/xalan- j_2_2_D11/samples/AppletXMLtoHTML/appletXMLtoHTML.html
53,AFAIK
54,Unfortunatly
55,Very cool. Thank you.
56,You are mixing runtimes. You must link _all_ executables with the same run- time library. For release
57,Integrated in Struts2 #551 (See https://builds.apache.org/job/Struts2/551/) WW-3914 solves problem with returning always system implementation of FileManager (Revision 1405930) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/xwork-core/src/main/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactory.java /struts/struts2/trunk/xwork-core/src/test/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactoryTest.java
58,Integrated in Struts2 #545 (See https://builds.apache.org/job/Struts2/545/) WW-3881 allows new html input types (Revision 1397712) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/core/src/site/resources/tags/ajax/autocompleter.html
59,Already resolved with WW-3414
60,I am also having the same issue with a java.sql.Timestamp based attribute. The date I entered into the field was 'not a date'. Of course
61,> Would it have an impact to remove this 'name' attribute from the generated 'form' tag ? YES! If you need XHTML strict compliance
62,Assigning this to future until the dependent XWork enhancement is made.
63,Integrated in Struts2-JDK6 #573 (See https://builds.apache.org/job/Struts2-JDK6/573/) WW-3928 Rollbacks changes introduced with WW-2749 to allow work with mod_jk and so on (Revision 1415770) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/plugins/tiles/src/main/java/org/apache/struts2/tiles/StrutsTilesRequestContext.java
64,Ported the solution of WW-2551 to the Struts 2.0 branch.
65,Resolving this issue as the original problem has been fixed. Please open a new ticket if you feel session invalidation should also be addressed.
66,This is by design
67,we're moving away from dojo integration in struts2
68,yay! it should be really really easy (not including the test
69,This has been committed in XWork and will be part of the XWork 2.1 release. See: http://jira.opensymphony.com/browse/XW-541
70,Reporter asked for this to be closed.
71,Makes sense to me.
72,duplicate of WW-1598
73,Hellow
74,As of r438174
75,I believe this is an issue. I have an action saveAction which I want to chain to editAction whenever there is a validation error. This is often necessary because a JSP will be displayed which has dynamic content such as a selectable list of items. However
76,This has been fixed in CVS. You can get the latest xwork.jar (which fixes the problem) from http://ivyrep.opensymphony.com
77,Given the dependencies
78,You are only flushing the writer
79,This was fixed by having all the items in the action chain having their properties copied over to the new action.
80,Property editors may throw a PropertyException with a bundle key and this will then be localized in ActionSupport.
81,Thanks. The problem is with deferred node expansion
82,I'll update the javadoc accordingly.
83,Marking this issue as resolved. Reasons: - Not reproducible. - No feedback from reporter. - If there was a dependency issue
84,Verified. I added the info to the RELEASE_NOTES file.
85,Verified. I added the info to the RELEASE_NOTES file.
86,Fixed.
87,r563181 pom.xml
88,r499213. The API changed as described in previous comments
89,This was probably fixed by WODEN-86 which introduced support for the curly brace syntax in the http location template. This JIRA can now be closed.
90,Resolved with no further action
91,Issue is resolved. Closing per Bryant's approval to do so.
92,Ah
93,Thanks Sven!
94,Attached QuickStart. Access URL is https://localhost:8443/test/ajaxtest - click on the buttons several times - refresh page: the counters should now reflect the clicks - click on the buttons more times - refresh page: the counters do not reflect click after first refresh
95,Just an idea: how about treating a jar as versioned resource? For example in my case that would work beautifully: my star rating component was in its own jar file
96,Bummer! -- The solution too this problem was that my JVM had too little memory (64MB) for allocating all the byte buffers required for writing / reading serialized pages.
97,Is there any documentation such as 'getting started with swarm' available? If there is
98,Fixed with r1097472.
99,See my comment in WICKET-3093.
100,By the way
101,Integrated in Apache Wicket 1.4.x #436 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/436/]) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤WICKET-3413 FLAG_INHERITABLE_MODEL and default model change reset 'inherited model' flag if model changed and a new one is not IComponentInheritedModel
102,Integrated in Apache Wicket 1.4.x #200 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/200/]) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤
103,Sorry
104,Integrated in Apache Wicket 1.4.x #58 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.4.x/58/]) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤
105,this will be tackled when we improve ajax
106,1.3.x is no longer maintained outside of security-related issues
107,woops
108,Integrated in Apache Wicket 1.5.x #54 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.5.x/54/]) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤
109,thanks
110,How about my comment at the end? 'Also
111,seems like all subtask as resolved
112,A RangeValidator exists by now which looks very similar to yours.
113,Fixed and I've tested it.
114,Fixed in trunk (r555005).
115,It is just resolved in 2.0 and the changes for 1.x have been committed at the same moment. The dot: you'll find that the xml parser is not a general purpose xml parser complying to all details of xml. It doesn't have to. It just implements what is sufficient for Wicket. If only if there is a real need to implement an additional detail
116,behvaiors:ajax calls is not always 1:1. some behaviors are purely clientside. also
117,Rolled back the change to Resource and included a FIXME that notes we don't cover all cases. But that doesn't lead to very serious problems anymore as it least the exception isn't thrown up in ComponentResourceRequestTarget anymore.
118,I just put this in branch-0.8 too. In fact
119,Closing since Whirr was updated to jclouds 1.5.0 in WHIRR-659.
120,Changed the site to include the incubator disclaimer and incubator logo.
121,Updated version of the patch. Removed the setter for the log storage provider in the stanza relay
122,Committed in rev 983396
123,Sorry for the link 'block'
124,patch applied.
125,Close all resolved issues for Engine 1.5 release.
126,Looks solid. I'm okay with resolving this one.
127,We'll look at the issue for 1.1
128,Closing as FIXED
129,Code delivered to SVN.
130,Change the element type of 'attributes' to FSAttribute.
131,Thanks for that comment Richard! I was laboring under the (false) impression that I could not change the docs that went with our previous releases
132,added fixVersion
133,documentation needs updating
134,Fixed a prompt that asks user to enter either 's' or 'q'.
135,applied patch
136,This issue is maybe related to UIMA-1408.
137,I think this should be fixed/changed for uima-base too. Is there a reason it wasn't?
138,To test this
139,Patch applied Eric.
140,Closing resolved issues
141,Fixed. Sorry folks
142,Dave has let me know that this has resoved the issue
143,Closing because this has been in RESOLVED state for over one year
144,Closing because this has been in RESOLVED state for over one year
145,Closing because this has been in RESOLVED state for over one year
146,This change is now in trunk as part of r679774.
147,Closing because this has been in RESOLVED state for over one year
148,Closing because this has been in RESOLVED state for over one year
149,This is now fixed!
150,I've just made some observations on the tuscany-user mailing list which should appear in the mailing list archives shortly
151,Assign to 1.0 during tidy up prior to 1.1
152,Closing because this has been in RESOLVED state for over one year
153,Here is a complete patch removing Composite* from the getImplementation() calls
154,Assign to 1.0 during tidy up prior to 1.1
155,reattaching with grant of license
156,Patch applied. Thanks!
157,Fixed in revision 406707.
158,Lazy session associated has been implemented in the TuscanyValve The spec people are still discussing Scope so I am going to close this and we can open a new issue when the spec clearly defines how scopes operate.
159,Right now ET_CALL
160,Moving these all to a 'Doc 3.x' release version.
161,as for V2.1.4 and later
162,Proposed patch.
163,Reviewed and tested. Looks good so far
164,UIXListView also provides selection functionality through 'selectedRowKeys'
165,This is on top of http://svn.apache.org/repos/asf/myfaces/trinidad/branches/2.0.0.1-branch
166,Patch over 1.2.12.3 branch.
167,This issue is already comitted
168,More done: -absolute-ordering faces-config/factory/view-declaration-language-factory faces-config/render-kit/renderer/client-behavior-renderer faces-config/application/partial-traversal
169,The call to launchDialog must supply a component for delivery of the returnListener event. This bug is invalid.
170,Attention: - Please refer https://issues.apache.org/jira/browse/TRINIDAD-1145 for a possible fix
171,The issue as described by (resolved) issue TRINIDAD-1171 occurs consistently in our environment using 1.2.10
172,Appled patch with some changes to compile with the new public rendering API.
173,in branch
174,home page fixed in svn.
175,I've re-worked my code and the problem has now 'gone away'. The original code
176,Reopening issues to set version.
177,Looks like a user issue to me
178,Thanks to Hazem Saleh for provide us this enhancement fixed at revision 655653
179,The above code is a part of a dataTable of course ...
180,I have fixed that issue by checking for a null before the line 95 of HtmlInputTextRenderer: writer.writeAttribute(HTML.VALUE_ATTR
181,Thanks to Simon Kitching.
182,add separate handling for webkit browser
183,I think you have enable ajax. f:loadBundle has only request scope. If you request the table sort the ajax response didn't know anything about the resource bundle. Please use tc:loadBundle it has session scope. But tc:loadBundle has a different semantic. Please consult the demo or other examples how to use it.
184,Closed due to the release of Tiles 2.1.1
185,Closed due to the release of Tiles 2.1.0.
186,As suggested above
187,TagSoup 1.2.1 is finally available
188,Actually I think I already applied similar changes when doing the POI 3.6 upgrade in TIKA-353. Resolving as fixed.
189,Integrated in Thrift #633 (See https://builds.apache.org/job/Thrift/633/) THRIFT-1879 Add support for GObject-Introspection (Revision a51186b7f2bd388d95485404017f05eb3b861074) Result = ABORTED roger : https://git-wip-us.apache.org/repos/asf?p=thrift.git&a=commit&h=a51186b7f2bd388d95485404017f05eb3b861074 Files : lib/c_glib/src/thrift/c_glib/transport/thrift_transport.h lib/c_glib/src/thrift/c_glib/server/thrift_simple_server.h lib/c_glib/src/thrift/c_glib/transport/thrift_buffered_transport.h lib/c_glib/src/thrift/c_glib/transport/thrift_framed_transport.h lib/c_glib/src/thrift/c_glib/protocol/thrift_protocol_factory.h lib/c_glib/src/thrift/c_glib/protocol/thrift_binary_protocol_factory.h lib/c_glib/src/thrift/c_glib/transport/thrift_server_socket.h lib/c_glib/src/thrift/c_glib/protocol/thrift_binary_protocol.h lib/c_glib/src/thrift/c_glib/server/thrift_server.h lib/c_glib/src/thrift/c_glib/transport/thrift_transport_factory.h lib/c_glib/src/thrift/c_glib/transport/thrift_server_transport.h lib/c_glib/src/thrift/c_glib/thrift_application_exception.h lib/c_glib/src/thrift/c_glib/transport/thrift_memory_buffer.h lib/c_glib/src/thrift/c_glib/transport/thrift_socket.h lib/c_glib/src/thrift/c_glib/protocol/thrift_protocol.h lib/c_glib/src/thrift/c_glib/thrift_struct.h
190,Integrated in Thrift #533 (See https://builds.apache.org/job/Thrift/533/) Thrift-1701:node.js TBufferedTransport buffer corruption Patch: Marshall Roch fix buffer copy method calls (Revision 1389517) Result = SUCCESS
191,Integrated in Thrift #407 (See https://builds.apache.org/job/Thrift/407/) THRIFT-1517 TTransport.ReadAll() should set exception type to EndOfFile Patch: Stefan Gmeiner (Revision 1291039) Result = SUCCESS roger : http://svn.apache.org/viewvc/?view=rev&rev=1291039 Files : /thrift/trunk/lib/csharp/src/Transport/TTransport.cs
192,Integrated in Thrift #426 (See https://builds.apache.org/job/Thrift/426/) THRIFT-1532/ THRIFT-1475 - fix record generation for erlang (Revision 1303663) Result = SUCCESS molinaro : http://svn.apache.org/viewvc/?view=rev&rev=1303663 Files : /thrift/trunk/compiler/cpp/src/generate/t_erl_generator.cc /thrift/trunk/lib/erl/Makefile.am /thrift/trunk/lib/erl/test/Thrift1475.thrift
193,Integrated in Thrift #230 (See https://builds.apache.org/job/Thrift/230/) THRIFT-1284. cpp: fix processor inheritance Don't make processors that have a proper parent class also inherit from TProcessor. Patch: Adam Simpkins bryanduxbury : http://svn.apache.org/viewvc/?view=rev&rev=1160933 Files : /thrift/trunk/compiler/cpp/src/generate/t_cpp_generator.cc
194,#NOME?
195,was introduced with THRIFT-1267
196,committed
197,Bryan
198,Second shot at this one
199,Ah
200,In r681863
201,Great! I'm glad you found it helpful.
202,Very curious as to where you saw that exception. Because digging through my log files
203,Duplicate of TAPESTRY-1988.
204,Thanks for the issue / steps to resolve. Pretty much did what you said verbatim. (as it worked out on the other regexp issue)
205,patches applied
206,Much cleared exception now .... org.apache.hivemind.ApplicationRuntimeException Component BadInjectComponent/border is not assignable to type org.apache.tapestry.html.Body. location: Annotation @org.apache.tapestry.annotations.InjectComponent(value=border) of public abstract org.apache.tapestry.html.Body pages.BadInjectComponent.getBorder() Stack Trace: ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤* org.apache.tapestry.TapestryUtils.getComponent(TapestryUtils.java:301) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤* $BadInjectComponent_0.finishLoad($BadInjectComponent_0.java) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤* org.apache.tapestry.pageload.PageLoader.constructComponent(PageLoader.java:470) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤* org.apache.tapestry.pageload.PageLoader.loadPage(PageLoader.java:639) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤* $IPageLoader_1066542252f.loadPage($IPageLoader_1066542252f.java) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤* $IPageLoader_10665422530.loadPage($IPageLoader_10665422530.java) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤* org.apache.tapestry.pageload.PageSource.getPage(PageSource.java:118)
207,It's actually been in there (in jakarta.apache.org/tapestry/current and in CVS) for a while.
208,Fixed - thanks!
209,Does not occurs on Firefox or Curl. Probably a Chrome problem.
210,Integrated in tapestry-trunk-freestyle #515 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/515/]) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤TAP5-1621 - Fixed test joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167447 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/test/java/org/apache/tapestry5/ioc/internal/services/TypeCoercerImplTest.java
211,Seems like this has all been done.
212,Thanks for the sample app
213,Integrated in Syncope-ROLE_PROVISIONING #4 (See [https://builds.apache.org/job/Syncope-ROLE_PROVISIONING/4/]) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤[SYNCOPE-173][SYNCOPE-219] (Additional) Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408258) [SYNCOPE-173][SYNCOPE-219] Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408249) ?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤?â¢?Ã¤Result = SUCCESS ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ContentLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/role * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeEntitiesVariableType.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSession.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSessionFactory.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AbstractActivitiDelegate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AutoActivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Create.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Delete.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/GenerateToken.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Reactivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Suspend.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Update.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/userWorkflow.bpmn20.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties
214,thanks Malith for your contribution...patch committed under rev. 1326522
215,Fixed in the trunk and branch
216,Thanks for the patch
217,Resolved in Version 1.2_QA_B1 . Therefore will be closing the issue
218,Fixed in both the current trunk and 1.2.x branch
219,Fixed.
220,Fixed in nightly build 20010612. Will be fixed in Struts 1.0 final.
221,Each instance in SQL Server gets its own port number. As long as the port number for the SQLExpress instance is accurate it should work okay.
222,Closing as fixed.
223,After the changes the error no longer appears in nightly build results. Closing as Fixed.
224,The tests have been added
225,Fixed with the referenced change.
226,Marking as Resolved in 4.2.0 ?Ãµ?Ã­ I couldn't reproduce it even there. Will close once we create a regression test
227,All third party repos are removed for released artifacts. The only exception is the metaxa engine which will be excluded from the release.
228,rules/
229,Build on Windows looks also okay but there are still other problem loading the model data for the entity hub.
230,Looks like STANBOL-258 describes the same Issue.
231,Fixed in revision 1073288
232,Example RequestDocumentor output for the StatelessEngineTest
233,Committing to https://svn.apache.org/repos/asf/mina/sshd/trunk ... M sshd-core/src/main/java/org/apache/sshd/client/UserAuth.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthAgent.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthPassword.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthPublicKey.java M sshd-core/src/main/java/org/apache/sshd/client/session/ClientSessionImpl.java M sshd-core/src/main/java/org/apache/sshd/common/Session.java M sshd-core/src/main/java/org/apache/sshd/common/session/AbstractSession.java M sshd-core/src/main/java/org/apache/sshd/server/FileSystemFactory.java M sshd-core/src/main/java/org/apache/sshd/server/FileSystemView.java M sshd-core/src/main/java/org/apache/sshd/server/channel/ChannelSession.java M sshd-core/src/main/java/org/apache/sshd/server/command/ScpCommand.java M sshd-core/src/main/java/org/apache/sshd/server/filesystem/NativeFileSystemFactory.java M sshd-core/src/main/java/org/apache/sshd/server/filesystem/NativeFileSystemView.java M sshd-core/src/main/java/org/apache/sshd/server/session/ServerSession.java Committed r1039541
234,I haven't seen any bad behavior. I was using open ssh to test this. I used the escape character
235,The aborted build for hadoop 100 profile seems to be some sort of Jenkins issue.
236,Failure on profile 200 is expected and will be handled by SQOOP-731.
237,[branch_4x commit] Shalin Shekhar Mangar http://svn.apache.org/viewvc?view=revision&revision=1444786 SOLR-4426: NRTCachingDirectoryFactory does not initialize maxCachedMB and maxMergeSizeMB if <directoryFactory> is not present in solrconfig.xml
238,[branch_4x commit] Mark Robert Miller http://svn.apache.org/viewvc?view=revision&revision=1427873 SOLR-4254: Harden the 'leader requests replica to recover' code path.
239,The commit tag bot is neat!
240,Fix committed as part of SOLR-4134.
241,[branch_4x commit] Michael McCandless http://svn.apache.org/viewvc?view=revision&revision=1390137 SOLR-3879: don't ship servlet-api*.jar
242,committed to 4.x and 5.x
243,build.xml cleanup... Committed revision 1368286. - trunk Committed revision 1368287. - 4x
244,removing fixVersion=4.0 since there is no evidence that anyone is currently working on this issue. (this can certainly be revisited if volunteers step forward)
245,Hoss
246,I hope someone can fix this
247,I do have some interest in working on this
248,Thanks Alexey
